Date,Time,Latitude,Longitude,Size,Utility,Facility Identification/Circuit,Circuit,closest_circuit,distance_to_match,utility_match,identifier
2017-09-21 00:00:00,17:57:00,33.959953,-116.544918,.26 - 9.99 Acres,SCE,,,hubble,0.0001423516771364744,SCE,hubble_SCE
2017-09-07 00:00:00,21:39:00,33.747166,-117.879602,Less Than .25 Acres,SCE,,,dreyer,0.07582343305344029,SCE,dreyer_SCE
2017-09-01 00:00:00,03:40:00,33.869634,-117.4369197,Less Than .25 Acres,SCE,,,blackburn,0.00010521053344425343,SCE,blackburn_SCE
2017-08-31 00:00:00,15:09:00,33.674753,-117.337386,Less Than .25 Acres,SCE,,,lakeland,2.8418336949163288e-05,SCE,lakeland_SCE
2017-08-29 00:00:00,10:18:00,34.152140366315,-117.271286487371,Less Than .25 Acres,SCE,,,echo,0.006992033738456375,SCE,echo_SCE
2017-08-29 00:00:00,05:15:00,36.177475,-119.170253,Less Than .25 Acres,SCE,,,el mirador,0.10742138024162415,SCE,el mirador_SCE
2017-08-28 00:00:00,17:26:00,34.1350412,-118.6336146,Less Than .25 Acres,SCE,,,horntoad,0.00029387651910031936,SCE,horntoad_SCE
2017-08-28 00:00:00,04:10:00,33.95701,-117.861324,Less Than .25 Acres,SCE,,,brakeman,1.7154593501049923e-06,SCE,brakeman_SCE
2017-08-24 00:00:00,01:53:00,34.7325357,-118.4201687,.26 - 9.99 Acres,SCE,,,bledsoe,0.0002946296991767911,SCE,bledsoe_SCE
2017-08-19 00:00:00,15:16:00,33.717186,-117.734856,Less Than .25 Acres,SCE,,,atlanta,4.407687631595956e-06,SCE,atlanta_SCE
2017-08-14 00:00:00,09:34:00,36.328681,-119.262996,Less Than .25 Acres,SCE,,,dinuba,0.13399625560762324,PG&E,dinuba_PG&E
2017-08-12 00:00:00,16:34:00,36.48248,-119.244871,.26 - 9.99 Acres,SCE,,,stone corral,0.0036969827746116714,PG&E,stone corral_PG&E
2017-08-12 00:00:00,16:34:00,36.485257,-119.240683,10 - 99 Acres,SCE,,,stone corral,0.0008760255930474197,PG&E,stone corral_PG&E
2017-08-12 00:00:00,14:37:00,34.08044,-117.855153,Less Than .25 Acres,SCE,,,maybell,1.41421358392403e-06,SCE,maybell_SCE
2017-08-08 00:00:00,17:52:00,35.134187,-118.560727,Less Than .25 Acres,SCE,,,cuddeback,0.00042502941076880086,SCE,cuddeback_SCE
2017-08-08 00:00:00,17:12:00,34.6589604,-118.1678893,Less Than .25 Acres,SCE,,,whip,0.05359561143266024,SCE,whip_SCE
2017-07-31 00:00:00,06:32:00,33.890009,-117.940909,Less Than .25 Acres,SCE,,,hackberry,0.03429714909433572,SCE,hackberry_SCE
2017-07-30 00:00:00,06:11:00,34.808203,-118.374575,Less Than .25 Acres,SCE,,,bledsoe,0.0026340121488383004,SCE,bledsoe_SCE
2017-07-29 00:00:00,14:23:00,33.704621,-117.234353,Less Than .25 Acres,SCE,,,oakdale,6.109699911780211e-06,SCE,oakdale_SCE
2017-07-29 00:00:00,09:26:00,34.4220009,-117.1922839,Less Than .25 Acres,SCE,,,tonto,0.000410700175408775,SCE,tonto_SCE
2017-07-23 00:00:00,20:07:00,35.711304,-119.06637,.26 - 9.99 Acres,SCE,,,carver,0.00034742416053089266,SCE,carver_SCE
2017-07-20 00:00:00,16:56:00,34.1068188,-117.9650346,Less Than .25 Acres,SCE,,,honeywell,0.02805149670165206,SCE,honeywell_SCE
2017-07-20 00:00:00,16:03:00,33.890009,-117.940909,Less Than .25 Acres,SCE,,,hackberry,0.03429714909433572,SCE,hackberry_SCE
2017-07-13 00:00:00,10:08:00,33.99907,-118.399122,Less Than .25 Acres,SCE,,,pancake,0.006135311320540712,SCE,pancake_SCE
2017-07-12 00:00:00,12:02:00,36.0368333,-119.0106912,.26 - 9.99 Acres,SCE,,,henderson,0.00011243556731923436,SCE,henderson_SCE
2017-07-11 00:00:00,18:06:00,34.2053578,-117.1142559,Less Than .25 Acres,SCE,,,dalba,0.00017620000005535985,SCE,dalba_SCE
2017-07-08 00:00:00,10:57:00,33.9183649,-116.5474984,Less Than .25 Acres,SCE,,,townhall,0.0006793256044280761,SCE,townhall_SCE
2017-07-07 00:00:00,12:00:00,35.7735613,-119.0433478,1000 - 4999 Acres,SCE,,,carver,0.011688057503814058,SCE,carver_SCE
2017-07-07 00:00:00,09:48:00,33.704621,-117.234353,Less Than .25 Acres,SCE,,,oakdale,6.109699911780211e-06,SCE,oakdale_SCE
2017-07-03 00:00:00,12:41:00,33.6592904,-117.5871701,Less Than .25 Acres,SCE,,,rustic,0.0002700899066754539,SCE,rustic_SCE
2017-07-02 00:00:00,08:24:00,34.08044,-117.855153,Less Than .25 Acres,SCE,,,maybell,1.41421358392403e-06,SCE,maybell_SCE
2017-06-24 00:00:00,11:42:00,34.544244,-117.9512347,Less Than .25 Acres,SCE,,,titan,0.008760614114974093,SCE,titan_SCE
2017-06-19 00:00:00,19:10:00,34.4434414,-118.2016037,Less Than .25 Acres,SCE,,,pick,0.00047716454948429956,SCE,pick_SCE
2017-06-19 00:00:00,15:30:00,34.0742375,-118.1363362,Structure Only,SCE,,,braun,0.012752195461603725,SCE,braun_SCE
2017-06-18 00:00:00,16:43:00,34.1321539,-117.2065655,Less Than .25 Acres,SCE,,,abacus,0.002758388707198556,SCE,abacus_SCE
2017-06-18 00:00:00,11:06:00,34.0859461,-117.6419372,Less Than .25 Acres,SCE,,,ruttman,0.032929420077666326,SCE,ruttman_SCE
2017-06-17 00:00:00,20:12:00,33.8101249,-117.9990677,Less Than .25 Acres,SCE,,,hackberry,0.1065364449346401,SCE,hackberry_SCE
2017-06-16 00:00:00,13:58:00,34.3811834,-118.4155899,Less Than .25 Acres,SCE,,,python,0.0001146099393905024,SCE,python_SCE
2017-06-16 00:00:00,13:30:00,34.457343,-117.294798,Less Than .25 Acres,SCE,,,tonto,0.043805206745314164,SCE,tonto_SCE
2017-06-14 00:00:00,15:32:00,34.411816,-117.592459,Less Than .25 Acres,SCE,,,gambler,3.676955268423296e-05,SCE,gambler_SCE
2017-06-13 00:00:00,16:09:00,33.730775,-116.922298,Less Than .25 Acres,SCE,,,tudor,0.0001762046828063641,SCE,tudor_SCE
2017-06-12 00:00:00,16:49:00,35.770999,-119.249902,Less Than .25 Acres,SCE,,,mc farland,0.04942863051691731,PG&E,mc farland_PG&E
2017-06-10 00:00:00,12:17:00,35.5965957,-118.4917185,100 - 299 Acres,SCE,,,erskine,0.0005549478713872374,SCE,erskine_SCE
2017-06-08 00:00:00,12:33:00,34.1890422,-118.1586418,Less Than .25 Acres,SCE,,,tola,0.0003774118174700769,SCE,tola_SCE
2017-06-07 00:00:00,20:50:00,33.764918,-118.154264,Less Than .25 Acres,SCE,,,bachelor,0.13958267646804642,SCE,bachelor_SCE
2017-06-04 00:00:00,13:14:00,33.837331,-117.486318,Less Than .25 Acres,SCE,,,tin mine,1.4261469417358176e-05,SCE,tin mine_SCE
2017-06-03 00:00:00,16:31:00,34.8812232,-117.9191499,Less Than .25 Acres,SCE,,,titan,0.2652678609003094,SCE,titan_SCE
2017-06-03 00:00:00,14:56:00,34.403364,-117.338301,Less Than .25 Acres,SCE,,,penstock,0.0012251975350364283,SCE,penstock_SCE
2017-06-02 00:00:00,19:41:00,33.802191,-118.298381,Less Than .25 Acres,SCE,,,sciurba,0.020464437177619442,SCE,sciurba_SCE
2017-06-02 00:00:00,16:49:00,33.8025979,-118.2992898,Less Than .25 Acres,SCE,,,sciurba,0.02035066017717872,SCE,sciurba_SCE
2017-06-02 00:00:00,10:50:00,35.1020694,-118.532795,Less Than .25 Acres,SCE,,,mettler,0.0001873073533466136,SCE,mettler_SCE
2017-06-01 00:00:00,12:30:00,34.0110575,-117.4021904,Less Than .25 Acres,SCE,,,winnebago,0.0010538025020772185,SCE,winnebago_SCE
2017-05-30 00:00:00,19:39:00,33.990038,-118.370257,Less Than .25 Acres,SCE,,,dowell,0.0004060177257985894,SCE,dowell_SCE
2017-05-29 00:00:00,05:59:00,34.906651,-117.006373,Less Than .25 Acres,SCE,,,sky hi,0.44534310932240817,SCE,sky hi_SCE
2017-05-24 00:00:00,10:05:00,34.4231795,-117.1775193,.26 - 9.99 Acres,SCE,,,tonto,0.0030934442196494587,SCE,tonto_SCE
2017-05-23 00:00:00,12:07:00,34.4203573,-117.1746778,Less Than .25 Acres,SCE,,,tonto,0.007089111349830355,SCE,tonto_SCE
2017-05-22 00:00:00,11:27:00,34.510048,-117.290971,Less Than .25 Acres,SCE,,,tonto,0.08882798928263158,SCE,tonto_SCE
2017-05-20 00:00:00,17:28:00,33.7067865,-117.138821,Less Than .25 Acres,SCE,,,livermore,0.0008576749092774396,SCE,livermore_SCE
2017-05-20 00:00:00,15:24:00,33.7816957,-117.9083331,Less Than .25 Acres,SCE,,,handy,0.0805459580370612,SCE,handy_SCE
2017-05-20 00:00:00,09:43:00,34.0425507,-118.6437934,Less Than .25 Acres,SCE,,,nicholas,0.00017939051767410644,SCE,nicholas_SCE
2017-05-19 00:00:00,17:57:00,33.869301,-117.8315319,Less Than .25 Acres,SCE,,,typhoon,0.026770540954835793,SCE,typhoon_SCE
2017-05-19 00:00:00,15:51:00,33.6443658,-117.8573583,Less Than .25 Acres,SCE,,,krueger,0.007879324953882123,SCE,krueger_SCE
2017-05-15 00:00:00,13:54:00,35.427678,-118.805008,100 - 299 Acres,SCE,,,cal water,0.006525969966809989,PG&E,cal water_PG&E
2017-05-14 00:00:00,11:15:00,33.6416147,-117.1676704,Less Than .25 Acres,SCE,,,farmington,0.00016748955865380003,SCE,farmington_SCE
2017-05-11 00:00:00,12:27:00,34.412701,-118.670231,.26 - 9.99 Acres,SCE,,,guitar,0.00048470830619443323,SCE,guitar_SCE
2017-05-03 00:00:00,07:01:00,33.8718439,-118.2682003,Less Than .25 Acres,SCE,,,sciurba,0.09333484692700372,SCE,sciurba_SCE
2017-05-03 00:00:00,05:40:00,34.264482,-118.769048,Less Than .25 Acres,SCE,,,erringer,0.0001680402199893187,SCE,erringer_SCE
2017-05-01 00:00:00,20:04:00,34.157117,-118.044448,Less Than .25 Acres,SCE,,,mohawk,7.5483746668961446e-06,SCE,mohawk_SCE
2017-05-01 00:00:00,05:40:00,38.020944,-119.16076,.26 - 9.99 Acres,SCE,,,tufa,0.0026659329301966755,SCE,tufa_SCE
2017-04-29 00:00:00,16:08:00,33.898371,-117.220707,Less Than .25 Acres,SCE,,,oliver,0.0021823363805503755,SCE,oliver_SCE
2017-04-29 00:00:00,03:17:00,34.126823,-118.073463,Less Than .25 Acres,SCE,,,lamanda,0.01092852144618513,SCE,lamanda_SCE
2017-04-28 00:00:00,23:15:00,33.990038,-118.370257,Less Than .25 Acres,SCE,,,dowell,0.0004060177257985894,SCE,dowell_SCE
2017-04-28 00:00:00,10:59:00,33.928644,-116.642119,.26 - 9.99 Acres,SCE,,,townhall,4.757236621224927e-05,SCE,townhall_SCE
2017-04-28 00:00:00,10:37:00,36.4356275,-119.1907857,.26 - 9.99 Acres,SCE,,,stone corral,0.013053039124241302,PG&E,stone corral_PG&E
2017-04-23 00:00:00,16:24:00,34.59619,-118.242698,.26 - 9.99 Acres,SCE,,,huckleberry,0.0009697015004503748,SCE,huckleberry_SCE
2017-04-22 00:00:00,11:23:00,35.8628425,-119.2525648,Structure Only,SCE,,,alpaugh,0.10596931516958703,PG&E,alpaugh_PG&E
2017-04-16 00:00:00,15:39:00,34.4556008,-119.2557185,.26 - 9.99 Acres,SCE,,,patricia,0.0003762680970585395,SCE,patricia_SCE
2017-04-09 00:00:00,01:51:00,33.990038,-118.370257,Less Than .25 Acres,SCE,,,dowell,0.0004060177257985894,SCE,dowell_SCE
2017-03-30 00:00:00,14:37:00,34.8900382,-117.0150329,Structure Only,SCE,,,sky hi,0.42938874422183587,SCE,sky hi_SCE
2017-03-17 00:00:00,17:14:00,34.575906,-118.262917,Less Than .25 Acres,SCE,,,huckleberry,0.006231531454208559,SCE,huckleberry_SCE
2017-03-15 00:00:00,13:23:00,34.0534485,-116.9710052,Less Than .25 Acres,SCE,,,oak glen,0.0001403478929578285,SCE,oak glen_SCE
2017-03-13 00:00:00,13:42:00,33.953606,-118.065625,Less Than .25 Acres,SCE,,,o'toole,0.02255280993580338,SCE,o'toole_SCE
2017-03-11 00:00:00,17:22:00,34.128477,-117.252254,Less Than .25 Acres,SCE,,,harlem springs,0.005928557075642729,SCE,harlem springs_SCE
2017-03-10 00:00:00,15:46:00,33.787103,-117.912294,Less Than .25 Acres,SCE,,,handy,0.08228109153997214,SCE,handy_SCE
2017-02-08 00:00:00,02:20:00,33.689703,-117.852758,Less Than .25 Acres,SCE,,,morse,0.018349822696681183,SCE,morse_SCE
2017-01-31 00:00:00,02:10:00,33.990038,-118.370257,Less Than .25 Acres,SCE,,,dowell,0.0004060177257985894,SCE,dowell_SCE
2017-01-28 00:00:00,18:15:00,33.990038,-118.370257,Less Than .25 Acres,SCE,,,dowell,0.0004060177257985894,SCE,dowell_SCE
2017-01-14 00:00:00,01:21:00,34.265551,-118.995072,Less Than .25 Acres,SCE,,,donlon,5.8776478067478516e-05,SCE,donlon_SCE
2017-01-13 00:00:00,11:05:00,33.761028,-116.694783,Less Than .25 Acres,SCE,,,saunders,2.390665530676276e-05,SCE,saunders_SCE
2019-01-23 00:00:00,18:57:00,34.27684,-118.784726,Less Than .25 Acres,SCE,,,rejada,0.00016874227628890326,SCE,rejada_SCE
2019-02-08 00:00:00,18:11:00,34.279322,-118.778743,Less Than .25 Acres,SCE,,,enchanted,0.0001223836340476942,SCE,enchanted_SCE
2019-03-03 00:00:00,14:25:00,33.866643,-116.552075,Less Than .25 Acres,SCE,,,tram,0.006722205613736046,SCE,tram_SCE
2019-03-16 00:00:00,17:58:00,33.618244,-117.802474,.26 - 9.99 Acres,SCE,,,peninsula,0.005680629630533829,SCE,peninsula_SCE
2019-03-25 00:00:00,10:31:00,33.990638,-117.881457,Less Than .25 Acres,SCE,,,locomotive,1.515571418502489e-07,SCE,locomotive_SCE
2019-03-27 00:00:00,14:39:00,34.082317,-117.91323,Less Than .25 Acres,SCE,,,jarvis,0.014968504434368817,SCE,jarvis_SCE
2019-03-30 00:00:00,19:30:00,34.224357,-119.140331,Less Than .25 Acres,SCE,,,maxson,0.03335529082477647,SCE,maxson_SCE
2019-04-08 00:00:00,15:30:00,34.079462,-118.151557,Less Than .25 Acres,SCE,,,braun,0.0032756229942471934,SCE,braun_SCE
2019-04-09 00:00:00,04:53:00,34.277018,-119.304724,Less Than .25 Acres,SCE,,,san nicholas,0.0003307416323780513,SCE,san nicholas_SCE
2019-04-09 00:00:00,13:57:00,33.855651,-116.557677,Less Than .25 Acres,SCE,,,tram,0.0002968427993866859,SCE,tram_SCE
2019-04-14 00:00:00,13:40:00,34.017367,-117.917138,Less Than .25 Acres,SCE,,,ann,0.018252852544245496,SCE,ann_SCE
2019-04-15 00:00:00,07:28:00,34.304023,-118.941727,Less Than .25 Acres,SCE,,,zone,0.0005214326419415601,SCE,zone_SCE
2019-04-19 00:00:00,14:05:00,34.511319,-117.312559,Less Than .25 Acres,SCE,,,buckthorn,0.09573614411491638,SCE,buckthorn_SCE
2019-04-21 00:00:00,12:08:00,36.306166,-119.672996,Less Than .25 Acres,SCE,,,guernsey,0.02239518818110828,PG&E,guernsey_PG&E
2019-04-22 00:00:00,01:56:00,34.202754,-118.85075,Less Than .25 Acres,SCE,,,langer,1.6732870925848006e-05,SCE,langer_SCE
2019-04-22 00:00:00,17:03:00,34.414323,-117.221519,Less Than .25 Acres,SCE,,,tonto,0.0014239241552677375,SCE,tonto_SCE
2019-04-23 00:00:00,21:06:00,34.21467,-117.097315,Less Than .25 Acres,SCE,,,taggert,0.0026314165386481726,SCE,taggert_SCE
2019-04-25 00:00:00,04:08:00,33.934171,-118.054406,Less Than .25 Acres,SCE,,,o'toole,0.02260715340332822,SCE,o'toole_SCE
2019-04-24 00:00:00,09:06:00,34.6747633,-118.2548375,Less Than .25 Acres,SCE,,,pronghorn,0.00018447365402091638,SCE,pronghorn_SCE
2019-04-24 00:00:00,12:07:00,34.136048,-116.181545,Less Than .25 Acres,SCE,,,pinto,0.0005937474017328793,SCE,pinto_SCE
2019-05-02 00:00:00,21:16:00,34.415615,-118.781964,.26 - 9.99 Acres,SCE,,,buckhorn,0.0016458975622329682,SCE,buckhorn_SCE
2019-05-04 00:00:00,17:14:00,33.840358,-117.520942,Less Than .25 Acres,SCE,,,interpace,1.8978870510533046e-05,SCE,interpace_SCE
2019-05-10 00:00:00,07:31:00,34.732835,-118.184155,Less Than .25 Acres,SCE,,,pronghorn,0.03955911960589489,SCE,pronghorn_SCE
2019-05-14 00:00:00,18:26:00,33.591187,-114.674884,Less Than .25 Acres,SCE,,,pinto,1.5981212379976015,SCE,pinto_SCE
2019-05-21 00:00:00,14:48:00,33.85597,-116.558629,Less Than .25 Acres,SCE,,,tram,1.4934652090895846e-05,SCE,tram_SCE
2019-05-26 00:00:00,16:05:00,34.532664,-117.300504,Less Than .25 Acres,SCE,,,tonto,0.11248508897623721,SCE,tonto_SCE
2019-06-01 00:00:00,11:30:00,34.519815,-118.214773,Less Than .25 Acres,SCE,,,pick,0.0007616488692374972,SCE,pick_SCE
2019-06-02 00:00:00,14:13:00,34.598366,-117.684677,Less Than .25 Acres,SCE,,,dealer,0.05142570611078193,SCE,dealer_SCE
2019-06-02 00:00:00,18:43:00,34.070979,-117.486004,Less Than .25 Acres,SCE,,,redball,0.022055132237178064,SCE,redball_SCE
2019-06-05 00:00:00,10:34:00,35.913663,-119.205964,Less Than .25 Acres,SCE,,,welch,0.09611408142934107,SCE,welch_SCE
2019-06-06 00:00:00,09:00:00,34.473355,-118.392124,Less Than .25 Acres,SCE,,,davenport,3.40697783207285e-05,SCE,davenport_SCE
2019-06-06 00:00:00,13:52:00,36.416786,-118.910242,Less Than .25 Acres,SCE,,,pawley,0.00012251257721900517,SCE,pawley_SCE
2019-06-07 00:00:00,07:54:00,36.055021,-118.949107,Less Than .25 Acres,SCE,,,success,0.00019950862590065787,SCE,success_SCE
2019-06-10 00:00:00,15:43:00,34.468409,-117.443552,Less Than .25 Acres,SCE,,,keno,0.009842343724872155,SCE,keno_SCE
2019-06-11 00:00:00,16:31:00,34.055509,-117.881505,Less Than .25 Acres,SCE,,,bobby,3.0293585878559352e-06,SCE,bobby_SCE
2019-06-11 00:00:00,17:03:00,33.824013,-117.297447,Less Than .25 Acres,SCE,,,starglow,4.513114777296816e-05,SCE,starglow_SCE
2019-06-13 00:00:00,07:05:00,33.812375,-118.178418,Less Than .25 Acres,SCE,,,sciurba,0.1336923567747519,SCE,sciurba_SCE
2019-06-17 00:00:00,11:48:00,36.181289,-119.326759,Less Than .25 Acres,SCE,,,corcoran,0.14996615611841072,PG&E,corcoran_PG&E
2019-06-18 00:00:00,15:04:00,34.0464018,-117.6763894,Less Than .25 Acres,SCE,,,alicia,0.04397982163215039,SCE,alicia_SCE
2019-06-20 00:00:00,06:18:00,34.114048,-117.234052,Less Than .25 Acres,SCE,,,harlem springs,4.161346808047043e-05,SCE,harlem springs_SCE
2019-06-20 00:00:00,14:08:00,34.229846,-117.404802,Less Than .25 Acres,SCE,,,northpark,2.6014171493887056e-05,SCE,northpark_SCE
2019-06-23 00:00:00,14:38:00,33.641634,-117.242026,Less Than .25 Acres,SCE,,,helenka,0.000141541499350317,SCE,helenka_SCE
2019-06-25 00:00:00,14:31:00,34.290306,-118.28846,Less Than .25 Acres,SCE,,,verdugo,0.0007503970977409932,SCE,verdugo_SCE
2019-06-27 00:00:00,09:07:00,36.032984,-119.09728,Less Than .25 Acres,SCE,,,henderson,0.063591622443585,SCE,henderson_SCE
2019-06-27 00:00:00,12:18:00,34.892846,-116.97875,Less Than .25 Acres,SCE,,,sky hi,0.43073488468540816,SCE,sky hi_SCE
2019-07-04 00:00:00,01:09:00,36.06334,-119.146906,Less Than .25 Acres,SCE,,,campbell,0.08505489618484732,SCE,campbell_SCE
2019-07-06 00:00:00,12:47:00,34.592062,-117.438029,.26 - 9.99 Acres,SCE,,,keno,0.13312879902557326,SCE,keno_SCE
2019-07-07 00:00:00,06:28:00,36.099113,-119.429039,Less Than .25 Acres,SCE,,,corcoran,0.050237462523551664,PG&E,corcoran_PG&E
2019-07-07 00:00:00,06:39:00,34.146909,-117.889972,Less Than .25 Acres,SCE,,,mandarin,4.3805055682480855e-05,SCE,mandarin_SCE
2019-07-15 00:00:00,22:43:00,34.108723,-118.016907,Less Than .25 Acres,SCE,,,chantry,0.03492553915122762,SCE,chantry_SCE
2019-07-18 00:00:00,15:50:00,34.108709,-117.70607,Less Than .25 Acres,SCE,,,calspar,0.002968374134130686,SCE,calspar_SCE
2019-07-18 00:00:00,21:10:00,36.327941,-119.257593,Less Than .25 Acres,SCE,,,stone corral,0.13558237974460102,PG&E,stone corral_PG&E
2019-07-24 00:00:00,08:41:00,34.066558,-117.336178,Less Than .25 Acres,SCE,,,cactus,1.0220830776681893e-05,SCE,cactus_SCE
2019-07-24 00:00:00,22:55:00,33.823056,-117.511679,Less Than .25 Acres,SCE,,,porcelain,6.335760209799833e-05,SCE,porcelain_SCE
2019-07-31 00:00:00,07:34:00,33.566206,-117.118281,Less Than .25 Acres,SCE,,,skinner,0.00012662085564813815,SCE,skinner_SCE
2019-08-01 00:00:00,08:27:00,33.879719,-118.172764,Less Than .25 Acres,SCE,,,o'toole,0.14939968302513418,SCE,o'toole_SCE
2019-08-01 00:00:00,19:15:00,34.008989,-118.149903,Less Than .25 Acres,SCE,,,braun,0.07180809743342746,SCE,braun_SCE
2019-08-03 00:00:00,20:00:00,34.682911,-118.143949,Less Than .25 Acres,SCE,,,pronghorn,0.07086203454600445,SCE,pronghorn_SCE
2019-08-04 00:00:00,08:04:00,34.827641,-119.041898,Less Than .25 Acres,SCE,,,tenneco,0.00015086417736514274,SCE,tenneco_SCE
2019-08-05 00:00:00,17:49:00,34.15407,-117.261137,Less Than .25 Acres,SCE,,,echo,4.7572276127483e-05,SCE,echo_SCE
2019-08-06 00:00:00,15:03:00,34.391813,-118.659631,.26 - 9.99 Acres,SCE,,,guitar,0.004156821502094384,SCE,guitar_SCE
2019-08-07 00:00:00,11:01:00,34.052677,-117.502153,Less Than .25 Acres,SCE,,,casals,0.011593308759755982,SCE,casals_SCE
2019-08-10 00:00:00,13:00:00,34.308859,-118.941348,Less Than .25 Acres,SCE,,,zone,0.00012324543481771248,SCE,zone_SCE
2019-08-14 00:00:00,09:08:00,33.951128,-118.118077,Less Than .25 Acres,SCE,,,yorktown,0.06568260074029625,SCE,yorktown_SCE
2019-08-16 00:00:00,03:37:00,34.1067917,-117.7222983,Less Than .25 Acres,SCE,,,calspar,0.011704216393301693,SCE,calspar_SCE
2019-08-16 00:00:00,08:35:00,34.205276,-117.334919,Less Than .25 Acres,SCE,,,calstate,0.0022311550820235814,SCE,calstate_SCE
2019-08-21 00:00:00,06:28:00,34.157117,-117.33888,Less Than .25 Acres,SCE,,,macy,8.782946264321306e-05,SCE,macy_SCE
2019-08-25 00:00:00,08:03:00,34.301005,-118.83076200000001,Less Than .25 Acres,SCE,,,enchanted,0.0011244918851826906,SCE,enchanted_SCE
2019-08-25 00:00:00,10:54:00,33.776447,-117.485213,Less Than .25 Acres,SCE,,,owens,0.0010584006803038546,SCE,owens_SCE
2019-08-26 00:00:00,01:28:00,34.89738,-118.245938,Less Than .25 Acres,SCE,,,bledsoe,0.1460780361997789,SCE,bledsoe_SCE
2019-08-28 00:00:00,06:06:00,36.305174,-119.294601,Less Than .25 Acres,SCE,,,dinuba,0.14411325239055003,PG&E,dinuba_PG&E
2019-08-30 00:00:00,09:30:00,36.1141068,-119.0536832,Less Than .25 Acres,SCE,,,campbell,0.0001317287945281638,SCE,campbell_SCE
2019-08-30 00:00:00,13:37:00,33.778769,-117.244776,Less Than .25 Acres,SCE,,,oliver,1.1023961761952646e-05,SCE,oliver_SCE
2019-08-30 00:00:00,13:37:00,33.773955,-117.249192,Less Than .25 Acres,SCE,,,pawnee,1.1468039733763567e-06,SCE,pawnee_SCE
2019-08-30 00:00:00,14:59:00,34.525966,-117.306002,Less Than .25 Acres,SCE,,,tonto,0.10885974586133984,SCE,tonto_SCE
2019-09-02 00:00:00,08:49:00,36.051182,-119.169271,Less Than .25 Acres,SCE,,,campbell,0.11045758939981658,SCE,campbell_SCE
2019-09-02 00:00:00,14:02:00,34.702642,-118.342025,Less Than .25 Acres,SCE,,,hughes lake,0.0001413258646199391,SCE,hughes lake_SCE
2019-09-02 00:00:00,15:53:00,35.129127,-118.434525,Less Than .25 Acres,SCE,,,tomahawk,4.221866912590032e-05,SCE,tomahawk_SCE
2019-09-04 00:00:00,09:25:00,34.075859,-117.765615,Less Than .25 Acres,SCE,,,cal poly,0.0033025149506766215,SCE,cal poly_SCE
2019-09-04 00:00:00,11:41:00,34.504137,-117.338288,Less Than .25 Acres,SCE,,,tunnel,0.08524792019160889,SCE,tunnel_SCE
2019-09-11 00:00:00,08:08:00,34.099087,-118.679281,Less Than .25 Acres,SCE,,,plateau,0.00021571570250972062,SCE,plateau_SCE
